      0.000     0.000  -254.827   -30.061    34.429    33.493    14.062    -3.687   -13.526   -15.696   -12.776    -7.596    -2.349     1.643     3.844     4.287     3.347     1.544    -0.600    -2.651    -4.301    -5.379    -5.839    -5.727    -5.158    -4.277    -3.239    -2.187    -1.241    -0.484     0.032     0.289     0.297     0.089    -0.289    -0.782    -1.334    -1.890    -2.404    -2.839    -3.170    -3.381    -3.468    -3.438    -3.302    -3.080    -2.793    -2.467    -2.124    -1.788    -1.479    -1.212    -1.000    -0.851    -0.768    -0.751    -0.796    -0.896    -1.043    -1.225    -1.433    -1.653    -1.875    -2.088    -2.284    -2.454    -2.594    -2.699    -2.767    -2.797    -2.792    -2.753    -2.685    -2.592    -2.479    -2.352    -2.218    -2.081    -1.948    -1.822    -1.709    -1.612    -1.533    -1.475    -1.437    -1.422    -1.427    -1.453    -1.496    -1.554    -1.626    -1.707    -1.796    -1.888    -1.980    -2.070    -2.155    -2.233    -2.301    -2.358    -2.402    -2.433    -2.450    -2.453    -2.443    -2.419    -2.384    -2.339    -2.284    -2.222    -2.154    -2.082    -2.008    -1.933    -1.860    -1.790    -1.724    -1.664    -1.611    -1.565    -1.528    -1.499    -1.479    -1.469    -1.467    -1.473    -1.488    -1.510    -1.538    -1.572    -1.610    -1.652    -1.697    -1.743    -1.789    -1.835    -1.880    -1.922    -1.961    -1.996    -2.027    -2.052    -2.073    -2.088    -2.097    -2.101    -2.099    -2.092    -2.080    -2.063    -2.042    -2.017    -1.988    -1.957    -1.924    -1.889    -1.853    -1.817    -1.781    -1.746    -1.713    -1.680    -1.651    -1.623    -1.599    -1.577    -1.559    -1.544    -1.532    -1.524    -1.519    -1.518    -1.519    -1.524    -1.531    -1.541    -1.553    -1.566    -1.581    -1.596    -1.612    -1.628    -1.643    -1.657    -1.669    -1.679    -1.686    -1.691    -1.691    -1.688    -1.680    -1.667    -1.647    -1.618    -1.576    -1.517    -1.434    -1.312    -1.131    -0.848     0.000     0.000
      0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
   -254.827     0.000   254.827    30.061   -34.429   -33.493   -14.062     3.687    13.526    15.696    12.776     7.596     2.349    -1.643    -3.844    -4.287    -3.347    -1.544     0.600     2.651     4.301     5.379     5.839     5.727     5.158     4.277     3.239     2.187     1.241     0.484    -0.032    -0.289    -0.297    -0.089     0.289     0.782     1.334     1.890     2.404     2.839     3.170     3.381     3.468     3.438     3.302     3.080     2.793     2.467     2.124     1.788     1.479     1.212     1.000     0.851     0.768     0.751     0.796     0.896     1.043     1.225     1.433     1.653     1.875     2.088     2.284     2.454     2.594     2.699     2.767     2.797     2.792     2.753     2.685     2.592     2.479     2.352     2.218     2.081     1.948     1.822     1.709     1.612     1.533     1.475     1.437     1.422     1.427     1.453     1.496     1.554     1.626     1.707     1.796     1.888     1.980     2.070     2.155     2.233     2.301     2.358     2.402     2.433     2.450     2.453     2.443     2.419     2.384     2.339     2.284     2.222     2.154     2.082     2.008     1.933     1.860     1.790     1.724     1.664     1.611     1.565     1.528     1.499     1.479     1.469     1.467     1.473     1.488     1.510     1.538     1.572     1.610     1.652     1.697     1.743     1.789     1.835     1.880     1.922     1.961     1.996     2.027     2.052     2.073     2.088     2.097     2.101     2.099     2.092     2.080     2.063     2.042     2.017     1.988     1.957     1.924     1.889     1.853     1.817     1.781     1.746     1.713     1.680     1.651     1.623     1.599     1.577     1.559     1.544     1.532     1.524     1.519     1.518     1.519     1.524     1.531     1.541     1.553     1.566     1.581     1.596     1.612     1.628     1.643     1.657     1.669     1.679     1.686     1.691     1.691     1.688     1.680     1.667     1.647     1.618     1.576     1.517     1.434     1.312     1.131     0.848     0.000    -0.848
   -505.824     0.000   505.824    57.759   -70.877   -68.951   -30.106     5.366    25.026    29.357    23.516    13.160     2.672    -5.307    -9.705   -10.590    -8.711    -5.107    -0.820     3.280     6.577     8.733     9.652     9.429     8.290     6.529     4.454     2.352     0.460    -1.053    -2.084    -2.598    -2.615    -2.198    -1.442    -0.456     0.646     1.757     2.785     3.655     4.316     4.738     4.913     4.852     4.581     4.136     3.563     2.911     2.226     1.555     0.936     0.403    -0.021    -0.319    -0.485    -0.519    -0.430    -0.229     0.064     0.430     0.844     1.284     1.727     2.154     2.545     2.886     3.165     3.375     3.511     3.572     3.561     3.484     3.347     3.161     2.935     2.683     2.414     2.141     1.874     1.623     1.397     1.202     1.045     0.928     0.854     0.822     0.833     0.884     0.970     1.087     1.230     1.393     1.570     1.753     1.938     2.119     2.289     2.444     2.580     2.693     2.782     2.843     2.877     2.884     2.863     2.817     2.747     2.656     2.546     2.422     2.286     2.142     1.994     1.845     1.699     1.559     1.428     1.308     1.201     1.110     1.035     0.977     0.938     0.917     0.913     0.926     0.955     0.999     1.055     1.123     1.200     1.284     1.373     1.465     1.558     1.650     1.739     1.823     1.901     1.971     2.033     2.084     2.125     2.156     2.175     2.182     2.179     2.164     2.140     2.106     2.064     2.014     1.957     1.895     1.828     1.759     1.688     1.616     1.544     1.474     1.407     1.343     1.283     1.229     1.180     1.137     1.101     1.071     1.048     1.032     1.023     1.020     1.024     1.033     1.048     1.068     1.092     1.120     1.150     1.182     1.214     1.247     1.278     1.307     1.333     1.354     1.371     1.383     1.388     1.386     1.375     1.355     1.324     1.279     1.216     1.129     1.012     0.862     0.682     0.497     0.000    -0.497
   -754.831     0.000   754.831    84.997  -107.302  -104.299   -46.074     7.069    36.513    42.992    34.231    18.707     2.989    -8.969   -15.558   -16.883   -14.065    -8.662    -2.237     3.907     8.849    12.080    13.456    13.122    11.415     8.775     5.665     2.515    -0.321    -2.588    -4.133    -4.903    -4.928    -4.304    -3.171    -1.693    -0.041     1.625     3.165     4.469     5.460     6.092     6.354     6.263     5.856     5.189     4.331     3.353     2.327     1.321     0.394    -0.405    -1.041    -1.488    -1.737    -1.788    -1.653    -1.353    -0.913    -0.366     0.255     0.915     1.579     2.219     2.805     3.316     3.735     4.049     4.253     4.344     4.328     4.212     4.008     3.728     3.390     3.011     2.609     2.199     1.799     1.423     1.084     0.793     0.557     0.381     0.270     0.224     0.240     0.316     0.445     0.621     0.835     1.079     1.344     1.619     1.897     2.167     2.422     2.654     2.858     3.028     3.161     3.253     3.304     3.314     3.283     3.214     3.109     2.972     2.808     2.622     2.418     2.203     1.981     1.758     1.539     1.329     1.132     0.952     0.793     0.656     0.544     0.458     0.399     0.367     0.361     0.381     0.425     0.490     0.575     0.676     0.792     0.918     1.051     1.189     1.329     1.467     1.600     1.727     1.844     1.949     2.041     2.119     2.181     2.226     2.254     2.266     2.261     2.240     2.203     2.153     2.089     2.014     1.930     1.837     1.738     1.634     1.527     1.420     1.313     1.208     1.108     1.012     0.924     0.842     0.769     0.706     0.652     0.608     0.574     0.551     0.538     0.535     0.541     0.557     0.580     0.611     0.649     0.691     0.738     0.787     0.838     0.889     0.938     0.985     1.028     1.065     1.095     1.118     1.133     1.139     1.134     1.119     1.091     1.049     0.988     0.907     0.804     0.686     0.571     0.511     0.000    -0.511
  -1001.664     0.000  1001.664   111.728  -143.668  -139.485   -61.935     8.804    47.983    56.587    44.906    24.229     3.296   -12.626   -21.398   -23.158   -19.404   -12.207    -3.649     4.533    11.115    15.417    17.250    16.804    14.530    11.013     6.872     2.677    -1.100    -4.119    -6.177    -7.202    -7.235    -6.404    -4.894    -2.926    -0.726     1.492     3.543     5.280     6.599     7.441     7.791     7.668     7.126     6.239     5.096     3.793     2.427     1.087    -0.147    -1.212    -2.058    -2.654    -2.985    -3.053    -2.874    -2.473    -1.888    -1.159    -0.332     0.546     1.432     2.283     3.064     3.745     4.302     4.721     4.992     5.114     5.093     4.938     4.666     4.294     3.844     3.339     2.803     2.257     1.725     1.224     0.773     0.385     0.070    -0.163    -0.311    -0.373    -0.351    -0.250    -0.078     0.156     0.442     0.767     1.119     1.486     1.856     2.215     2.555     2.865     3.136     3.363     3.540     3.663     3.731     3.744     3.703     3.611     3.471     3.289     3.071     2.823     2.552     2.265     1.970     1.673     1.381     1.102     0.840     0.600     0.388     0.205     0.056    -0.058    -0.136    -0.179    -0.186    -0.159    -0.101    -0.014     0.099     0.234     0.388     0.556     0.734     0.918     1.104     1.288     1.466     1.635     1.791     1.931     2.054     2.158     2.240     2.301     2.339     2.355     2.349     2.321     2.273     2.206     2.121     2.022     1.910     1.786     1.655     1.517     1.375     1.233     1.091     0.953     0.819     0.693     0.575     0.468     0.372     0.288     0.217     0.159     0.116     0.086     0.070     0.068     0.078     0.100     0.134     0.177     0.229     0.288     0.353     0.422     0.494     0.565     0.636     0.703     0.766     0.822     0.871     0.911     0.942     0.963     0.975     0.975     0.964     0.940     0.901     0.847     0.778     0.705     0.651     0.670     0.000    -0.670
  -1246.138     0.000  1246.138   137.932  -179.931  -174.466   -77.661    10.579    59.426    70.129    55.532    29.717     3.592   -16.276   -27.219   -29.411   -24.721   -15.736    -5.053     5.159    13.373    18.742    21.028    20.472    17.633    13.243     8.073     2.838    -1.877    -5.645    -8.213    -9.492    -9.533    -8.495    -6.611    -4.155    -1.409     1.360     3.921     6.088     7.734     8.785     9.221     9.069     8.392     7.285     5.858     4.232     2.527     0.854    -0.687    -2.015    -3.071    -3.815    -4.228    -4.313    -4.089    -3.589    -2.858    -1.948    -0.917     0.180     1.285     2.348     3.323     4.172     4.868     5.391     5.729     5.882     5.855     5.662     5.322     4.858     4.297     3.667     2.997     2.316     1.652     1.027     0.464    -0.021    -0.413    -0.704    -0.889    -0.966    -0.938    -0.813    -0.598    -0.306     0.051     0.457     0.897     1.355     1.816     2.265     2.689     3.076     3.415     3.698     3.919     4.073     4.158     4.174     4.123     4.008     3.834     3.607     3.335     3.025     2.687     2.329     1.961     1.591     1.227     0.879     0.552     0.253    -0.012    -0.240    -0.425    -0.568    -0.665    -0.718    -0.727    -0.694    -0.621    -0.512    -0.370    -0.201    -0.009     0.201     0.424     0.654     0.886     1.116     1.338     1.549     1.744     1.920     2.074     2.203     2.307     2.383     2.431     2.451     2.444     2.409     2.350     2.267     2.162     2.039     1.899     1.746     1.582     1.411     1.235     1.058     0.882     0.710     0.545     0.388     0.243     0.110    -0.009    -0.112    -0.199    -0.269    -0.322    -0.357    -0.375    -0.376    -0.361    -0.330    -0.286    -0.229    -0.160    -0.083     0.002     0.093     0.187     0.283     0.377     0.468     0.554     0.634     0.706     0.768     0.822     0.865     0.899     0.924     0.938     0.941     0.932     0.910     0.876     0.838     0.820     0.876     0.000    -0.876
  -1488.074     0.000  1488.074   163.599  -216.049  -209.196   -93.230    12.395    70.834    83.605    66.095    35.166     3.875   -19.916   -33.015   -35.633   -30.010   -19.245    -6.447     5.785    15.623    22.052    24.789    24.121    20.720    15.461     9.268     2.997    -2.650    -7.163   -10.239   -11.771   -11.820   -10.576    -8.319    -5.377    -2.087     1.230     4.296     6.893     8.865    10.124    10.646    10.463     9.652     8.326     6.617     4.669     2.627     0.623    -1.222    -2.814    -4.078    -4.969    -5.464    -5.566    -5.298    -4.699    -3.823    -2.733    -1.497    -0.184     1.140     2.413     3.581     4.598     5.432     6.058     6.463     6.647     6.615     6.384     5.976     5.420     4.748     3.993     3.192     2.377     1.580     0.832     0.158    -0.423    -0.892    -1.241    -1.462    -1.554    -1.521    -1.371    -1.113    -0.763    -0.336     0.151     0.678     1.227     1.779     2.318     2.826     3.289     3.695     4.034     4.299     4.484     4.586     4.605     4.544     4.407     4.198     3.927     3.601     3.231     2.826     2.397     1.956     1.513     1.078     0.661     0.269    -0.088    -0.406    -0.678    -0.900    -1.070    -1.187    -1.249    -1.260    -1.219    -1.132    -1.001    -0.831    -0.628    -0.398    -0.146     0.121     0.397     0.676     0.952     1.218     1.471     1.705     1.917     2.101     2.257     2.382     2.474     2.532     2.556     2.548     2.508     2.437     2.338     2.214     2.067     1.900     1.718     1.523     1.319     1.109     0.898     0.689     0.484     0.288     0.102    -0.071    -0.229    -0.369    -0.491    -0.593    -0.675    -0.736    -0.775    -0.794    -0.792    -0.771    -0.731    -0.674    -0.602    -0.516    -0.418    -0.311    -0.196    -0.077     0.044     0.165     0.283     0.396     0.503     0.601     0.690     0.770     0.840     0.901     0.953     0.996     1.029     1.050     1.055     1.045     1.026     1.021     1.087     0.000    -1.087
  -1727.296     0.000  1727.296   188.728  -251.976  -243.637  -108.623    14.254    82.195    97.000    76.583    40.567     4.143   -23.543   -38.781   -41.820   -35.267   -22.730    -7.830     6.411    17.862    25.345    28.530    27.750    23.789    17.665    10.456     3.155    -3.419    -8.672   -12.253   -14.036   -14.092   -12.644   -10.016    -6.590    -2.761     1.101     4.671     7.694     9.989    11.455    12.062    11.849    10.906     9.362     7.372     5.105     2.727     0.395    -1.754    -3.607    -5.079    -6.115    -6.692    -6.810    -6.498    -5.800    -4.781    -3.512    -2.073    -0.544     0.997     2.479     3.838     5.023     5.994     6.723     7.195     7.408     7.371     7.102     6.628     5.981     5.198     4.320     3.387     2.438     1.511     0.641    -0.144    -0.820    -1.367    -1.772    -2.029    -2.136    -2.098    -1.923    -1.623    -1.215    -0.717    -0.150     0.463     1.103     1.746     2.373     2.964     3.504     3.977     4.372     4.680     4.896     5.015     5.038     4.967     4.807     4.565     4.249     3.870     3.439     2.968     2.470     1.957     1.441     0.935     0.449    -0.006    -0.422    -0.791    -1.107    -1.366    -1.563    -1.699    -1.771    -1.783    -1.736    -1.633    -1.480    -1.282    -1.045    -0.777    -0.483    -0.171     0.151     0.476     0.797     1.108     1.403     1.676     1.923     2.139     2.321     2.466     2.574     2.643     2.672     2.663     2.617     2.536     2.422     2.278     2.108     1.915     1.704     1.478     1.242     0.999     0.755     0.513     0.277     0.049    -0.165    -0.364    -0.546    -0.707    -0.846    -0.963    -1.055    -1.123    -1.166    -1.184    -1.179    -1.150    -1.100    -1.029    -0.940    -0.835    -0.715    -0.584    -0.444    -0.298    -0.149     0.001     0.148     0.290     0.425     0.552     0.670     0.778     0.877     0.966     1.047     1.117     1.176     1.221     1.245     1.248     1.233     1.224     1.290     0.000    -1.290
  -1963.633     0.000  1963.633   213.318  -287.668  -277.751  -123.821    16.153    93.498   110.301    86.985    45.915     4.396   -27.154   -44.512   -47.963   -40.484   -26.186    -9.198     7.036    20.090    28.618    32.246    31.355    26.837    19.855    11.635     3.312    -4.182   -10.171   -14.252   -16.284   -16.347   -14.695   -11.699    -7.793    -3.427     0.975     5.045     8.491    11.107    12.778    13.471    13.228    12.152    10.392     8.124     5.539     2.828     0.169    -2.280    -4.392    -6.070    -7.252    -7.909    -8.044    -7.688    -6.893    -5.730    -4.284    -2.643    -0.900     0.857     2.546     4.096     5.447     6.554     7.385     7.923     8.166     8.124     7.818     7.277     6.540     5.648     4.647     3.583     2.502     1.446     0.453    -0.442    -1.211    -1.835    -2.297    -2.589    -2.712    -2.668    -2.467    -2.125    -1.660    -1.092    -0.446     0.254     0.983     1.716     2.431     3.106     3.721     4.261     4.711     5.063     5.309     5.445     5.472     5.391     5.209     4.933     4.574     4.142     3.651     3.115     2.547     1.962     1.375     0.799     0.245    -0.273    -0.747    -1.167    -1.527    -1.821    -2.046    -2.200    -2.282    -2.295    -2.240    -2.123    -1.948    -1.722    -1.451    -1.144    -0.809    -0.453    -0.085     0.286     0.653     1.009     1.345     1.658     1.939     2.186     2.395     2.562     2.685     2.765     2.799     2.790     2.739     2.647     2.518     2.356     2.163     1.945     1.705     1.449     1.182     0.907     0.631     0.356     0.089    -0.168    -0.410    -0.635    -0.839    -1.020    -1.177    -1.306    -1.408    -1.482    -1.528    -1.545    -1.535    -1.498    -1.436    -1.350    -1.244    -1.118    -0.975    -0.819    -0.652    -0.478    -0.299    -0.120     0.057     0.230     0.395     0.552     0.699     0.835     0.962     1.078     1.184     1.279     1.359     1.419     1.454     1.459     1.439     1.420     1.480     0.000    -1.480
