      0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
      0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031     0.031
      0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062     0.062
      0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093     0.093
      0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124     0.124
      0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155     0.155
      0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186     0.186
      0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216     0.216
      0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246     0.246
      0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276     0.276
