      0.000     0.000  -359.063    51.061    72.496    15.348   -22.933   -29.898   -18.604    -3.430     7.145    10.600     8.183     2.657    -3.263    -7.700    -9.809    -9.619    -7.720    -4.942    -2.094     0.204     1.587     1.951     1.402     0.187    -1.386    -3.006    -4.415    -5.431    -5.961    -5.998    -5.601    -4.877    -3.961    -2.988    -2.084    -1.345    -0.838    -0.594    -0.610    -0.856    -1.284    -1.831    -2.430    -3.018    -3.538    -3.948    -4.218    -4.336    -4.302    -4.130    -3.845    -3.477    -3.061    -2.632    -2.222    -1.862    -1.572    -1.370    -1.262    -1.250    -1.328    -1.485    -1.706    -1.972    -2.265    -2.564    -2.850    -3.109    -3.325    -3.491    -3.599    -3.648    -3.638    -3.575    -3.465    -3.318    -3.144    -2.954    -2.760    -2.572    -2.401    -2.254    -2.138    -2.057    -2.013    -2.008    -2.039    -2.103    -2.197    -2.313    -2.447    -2.590    -2.736    -2.878    -3.011    -3.127    -3.223    -3.296    -3.342    -3.361    -3.353    -3.318    -3.259    -3.178    -3.079    -2.966    -2.843    -2.715    -2.586    -2.462    -2.345    -2.239    -2.147    -2.073    -2.016    -1.979    -1.962    -1.965    -1.986    -2.023    -2.077    -2.142    -2.218    -2.301    -2.389    -2.478    -2.566    -2.650    -2.727    -2.796    -2.855    -2.903    -2.938    -2.960    -2.970    -2.966    -2.951    -2.924    -2.888    -2.842    -2.790    -2.733    -2.673    -2.611    -2.549    -2.490    -2.433    -2.382    -2.337    -2.299    -2.269    -2.247    -2.233    -2.228    -2.231    -2.242    -2.261    -2.285    -2.315    -2.350    -2.387    -2.426    -2.466    -2.506    -2.544    -2.579    -2.610    -2.636    -2.657    -2.672    -2.679    -2.680    -2.673    -2.658    -2.636    -2.607    -2.571    -2.528    -2.480    -2.426    -2.368    -2.307    -2.242    -2.174    -2.105    -2.034    -1.962    -1.888    -1.812    -1.735    -1.655    -1.570    -1.476    -1.367    -1.232    -1.051    -0.792    -0.403     0.000     0.000
      0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
   -359.063     0.000   359.063   -51.061   -72.496   -15.348    22.933    29.898    18.604     3.430    -7.145   -10.600    -8.183    -2.657     3.263     7.700     9.809     9.619     7.720     4.942     2.094    -0.204    -1.587    -1.951    -1.402    -0.187     1.386     3.006     4.415     5.431     5.961     5.998     5.601     4.877     3.961     2.988     2.084     1.345     0.838     0.594     0.610     0.856     1.284     1.831     2.430     3.018     3.538     3.948     4.218     4.336     4.302     4.130     3.845     3.477     3.061     2.632     2.222     1.862     1.572     1.370     1.262     1.250     1.328     1.485     1.706     1.972     2.265     2.564     2.850     3.109     3.325     3.491     3.599     3.648     3.638     3.575     3.465     3.318     3.144     2.954     2.760     2.572     2.401     2.254     2.138     2.057     2.013     2.008     2.039     2.103     2.197     2.313     2.447     2.590     2.736     2.878     3.011     3.127     3.223     3.296     3.342     3.361     3.353     3.318     3.259     3.178     3.079     2.966     2.843     2.715     2.586     2.462     2.345     2.239     2.147     2.073     2.016     1.979     1.962     1.965     1.986     2.023     2.077     2.142     2.218     2.301     2.389     2.478     2.566     2.650     2.727     2.796     2.855     2.903     2.938     2.960     2.970     2.966     2.951     2.924     2.888     2.842     2.790     2.733     2.673     2.611     2.549     2.490     2.433     2.382     2.337     2.299     2.269     2.247     2.233     2.228     2.231     2.242     2.261     2.285     2.315     2.350     2.387     2.426     2.466     2.506     2.544     2.579     2.610     2.636     2.657     2.672     2.679     2.680     2.673     2.658     2.636     2.607     2.571     2.528     2.480     2.426     2.368     2.307     2.242     2.174     2.105     2.034     1.962     1.888     1.812     1.735     1.655     1.570     1.476     1.367     1.232     1.051     0.792     0.403     0.000    -0.403
   -711.877     0.000   711.877  -105.157  -147.616   -33.393    43.077    56.967    34.380     4.048   -17.088   -23.990   -19.155    -8.106     3.729    12.598    16.813    16.432    12.636     7.082     1.387    -3.206    -5.970    -6.698    -5.601    -3.170    -0.027     3.212     6.028     8.059     9.120     9.193     8.399     6.952     5.120     3.176     1.368    -0.108    -1.121    -1.610    -1.579    -1.085    -0.230     0.863     2.060     3.235     4.275     5.094     5.635     5.870     5.802     5.459     4.889     4.153     3.322     2.464     1.646     0.925     0.346    -0.059    -0.275    -0.299    -0.143     0.172     0.613     1.146     1.731     2.328     2.901     3.417     3.851     4.182     4.398     4.495     4.476     4.350     4.130     3.836     3.488     3.109     2.721     2.346     2.004     1.710     1.477     1.315     1.228     1.217     1.280     1.409     1.596     1.829     2.095     2.382     2.674     2.958     3.222     3.455     3.648     3.793     3.886     3.924     3.907     3.837     3.719     3.557     3.359     3.133     2.887     2.632     2.375     2.125     1.891     1.680     1.497     1.348     1.235     1.162     1.127     1.132     1.174     1.250     1.356     1.488     1.639     1.806     1.981     2.159     2.335     2.502     2.657     2.795     2.914     3.009     3.079     3.124     3.143     3.136     3.105     3.052     2.979     2.889     2.785     2.671     2.550     2.427     2.304     2.185     2.073     1.970     1.880     1.804     1.744     1.700     1.673     1.663     1.670     1.693     1.730     1.779     1.839     1.908     1.983     2.063     2.143     2.223     2.299     2.369     2.432     2.486     2.528     2.558     2.574     2.576     2.563     2.534     2.492     2.434     2.364     2.280     2.186     2.081     1.968     1.847     1.721     1.590     1.456     1.320     1.182     1.044     0.904     0.764     0.623     0.480     0.332     0.175     0.004    -0.187    -0.392    -0.569     0.000     0.569
  -1060.979     0.000  1060.979  -159.496  -222.416   -51.254    63.236    83.978    50.100     4.640   -27.025   -37.357   -30.102   -13.540     4.199    17.490    23.805    23.231    17.540     9.215     0.680    -6.204   -10.347   -11.437    -9.792    -6.149    -1.437     3.418     7.638    10.682    12.272    12.381    11.190     9.023     6.277     3.364     0.654    -1.559    -3.077    -3.810    -3.763    -3.024    -1.742    -0.104     1.691     3.452     5.011     6.238     7.049     7.401     7.299     6.785     5.931     4.828     3.582     2.296     1.070    -0.010    -0.878    -1.485    -1.808    -1.844    -1.610    -1.139    -0.477     0.322     1.198     2.093     2.952     3.726     4.376     4.872     5.196     5.342     5.313     5.124     4.795     4.353     3.832     3.264     2.683     2.121     1.608     1.167     0.819     0.576     0.446     0.430     0.523     0.717     0.997     1.346     1.746     2.175     2.613     3.039     3.435     3.785     4.073     4.291     4.430     4.487     4.462     4.358     4.180     3.938     3.641     3.302     2.934     2.551     2.166     1.793     1.442     1.125     0.851     0.628     0.459     0.349     0.298     0.305     0.368     0.482     0.641     0.838     1.066     1.315     1.578     1.845     2.108     2.360     2.592     2.800     2.977     3.120     3.226     3.293     3.322     3.312     3.266     3.186     3.077     2.942     2.787     2.617     2.436     2.251     2.067     1.889     1.722     1.569     1.434     1.321     1.231     1.166     1.126     1.112     1.123     1.158     1.213     1.288     1.380     1.484     1.597     1.717     1.839     1.959     2.075     2.182     2.277     2.359     2.424     2.470     2.496     2.501     2.484     2.444     2.383     2.300     2.198     2.077     1.940     1.788     1.624     1.450     1.268     1.081     0.891     0.699     0.508     0.318     0.132    -0.049    -0.223    -0.388    -0.545    -0.691    -0.824    -0.939    -1.016    -1.008     0.000     1.008
  -1406.146     0.000  1406.146  -214.012  -296.775   -68.875    83.402   110.900    65.736     5.197   -36.953   -50.691   -41.013   -18.948     4.677    22.375    30.780    30.011    22.428    11.340    -0.029    -9.196   -14.713   -16.163   -13.971    -9.118    -2.843     3.623     9.245    13.298    15.415    15.560    13.974    11.087     7.430     3.550    -0.059    -3.006    -5.028    -6.004    -5.941    -4.956    -3.249    -1.067     1.324     3.669     5.745     7.380     8.459     8.928     8.793     8.109     6.971     5.502     3.842     2.129     0.497    -0.942    -2.097    -2.905    -3.335    -3.383    -3.072    -2.444    -1.562    -0.499     0.668     1.860     3.004     4.035     4.901     5.562     5.994     6.188     6.150     5.898     5.459     4.872     4.177     3.421     2.647     1.899     1.216     0.629     0.166    -0.157    -0.331    -0.352    -0.227     0.030     0.403     0.869     1.401     1.973     2.556     3.124     3.652     4.117     4.501     4.791     4.977     5.053     5.020     4.881     4.645     4.322     3.927     3.476     2.986     2.476     1.964     1.466     0.999     0.578     0.213    -0.085    -0.309    -0.456    -0.523    -0.513    -0.429    -0.277    -0.065     0.198     0.501     0.834     1.184     1.540     1.891     2.226     2.536     2.813     3.049     3.240     3.381     3.472     3.510     3.497     3.437     3.331     3.186     3.008     2.802     2.575     2.335     2.090     1.845     1.609     1.387     1.184     1.006     0.856     0.737     0.651     0.599     0.582     0.597     0.644     0.720     0.821     0.944     1.084     1.238     1.399     1.563     1.725     1.881     2.026     2.156     2.267     2.356     2.421     2.459     2.469     2.450     2.402     2.325     2.220     2.090     1.935     1.760     1.566     1.357     1.136     0.907     0.672     0.434     0.198    -0.035    -0.261    -0.477    -0.679    -0.864    -1.028    -1.166    -1.275    -1.351    -1.391    -1.381    -1.288     0.000     1.288
  -1747.181     0.000  1747.181  -268.617  -370.592   -86.219   103.561   137.699    81.265     5.711   -46.863   -63.976   -51.874   -24.323     5.165    27.249    37.733    36.766    27.296    13.454    -0.737   -12.179   -19.063   -20.871   -18.133   -12.075    -4.241     3.830    10.846    15.905    18.547    18.728    16.748    13.144     8.579     3.736    -0.769    -4.446    -6.970    -8.187    -8.108    -6.879    -4.749    -2.025     0.959     3.886     6.478     8.519     9.866    10.452    10.283     9.429     8.008     6.176     4.103     1.966    -0.072    -1.867    -3.308    -4.318    -4.854    -4.914    -4.525    -3.741    -2.641    -1.313     0.143     1.631     3.060     4.347     5.427     6.252     6.791     7.034     6.987     6.672     6.125     5.392     4.526     3.582     2.616     1.683     0.830     0.098    -0.480    -0.883    -1.099    -1.126    -0.970    -0.648    -0.182     0.399     1.063     1.777     2.505     3.214     3.873     4.454     4.934     5.296     5.528     5.623     5.582     5.409     5.114     4.711     4.218     3.656     3.045     2.409     1.769     1.148     0.566     0.040    -0.415    -0.786    -1.066    -1.248    -1.332    -1.320    -1.214    -1.024    -0.759    -0.430    -0.051     0.364     0.802     1.247     1.685     2.104     2.492     2.838     3.133     3.372     3.549     3.663     3.711     3.696     3.621     3.490     3.310     3.088     2.832     2.550     2.252     1.947     1.643     1.349     1.073     0.821     0.600     0.414     0.267     0.161     0.098     0.078     0.100     0.160     0.256     0.385     0.540     0.718     0.911     1.115     1.322     1.528     1.726     1.910     2.076     2.218     2.334     2.419     2.472     2.489     2.471     2.417     2.328     2.205     2.050     1.867     1.657     1.427     1.178     0.917     0.646     0.371     0.095    -0.177    -0.442    -0.693    -0.928    -1.141    -1.326    -1.479    -1.594    -1.670    -1.705    -1.704    -1.661    -1.549     0.000     1.549
  -2083.903     0.000  2083.903  -323.215  -443.777  -103.263   123.692   164.345    96.664     6.177   -56.749   -77.199   -62.671   -29.655     5.666    32.111    44.658    43.490    32.140    15.555    -1.444   -15.148   -23.393   -25.556   -22.274   -15.015    -5.630     4.038    12.442    18.502    21.666    21.882    19.510    15.192     9.724     3.923    -1.473    -5.877    -8.900   -10.358   -10.263    -8.791    -6.238    -2.975     0.600     4.106     7.211     9.655    11.268    11.970    11.768    10.745     9.044     6.849     4.366     1.806    -0.634    -2.785    -4.511    -5.719    -6.362    -6.434    -5.967    -5.029    -3.710    -2.120    -0.375     1.408     3.119     4.661     5.955     6.943     7.590     7.881     7.825     7.448     6.793     5.915     4.878     3.747     2.591     1.474     0.452    -0.424    -1.117    -1.599    -1.858    -1.889    -1.703    -1.317    -0.758    -0.062     0.734     1.589     2.462     3.311     4.100     4.797     5.372     5.806     6.084     6.198     6.149     5.942     5.589     5.107     4.518     3.844     3.113     2.351     1.585     0.842     0.145    -0.484    -1.029    -1.473    -1.807    -2.026    -2.126    -2.110    -1.984    -1.755    -1.437    -1.043    -0.588    -0.090     0.435     0.969     1.495     1.997     2.462     2.877     3.232     3.519     3.732     3.869     3.928     3.911     3.822     3.667     3.453     3.188     2.882     2.546     2.190     1.826     1.463     1.113     0.784     0.484     0.221    -0.000    -0.174    -0.298    -0.372    -0.393    -0.366    -0.291    -0.173    -0.016     0.173     0.389     0.624     0.871     1.123     1.373     1.614     1.839     2.043     2.219     2.363     2.470     2.539     2.567     2.552     2.495     2.397     2.258     2.083     1.874     1.636     1.373     1.090     0.792     0.486     0.175    -0.134    -0.436    -0.726    -0.999    -1.249    -1.470    -1.656    -1.803    -1.906    -1.965    -1.986    -1.976    -1.934    -1.826     0.000     1.826
  -2416.144     0.000  2416.144  -377.713  -516.251  -119.989   143.769   190.802   111.912     6.590   -66.602   -90.346   -73.391   -34.937     6.183    36.959    51.551    50.178    36.954    17.641    -2.150   -18.103   -27.697   -30.212   -26.388   -17.935    -7.007     4.249    14.033    21.087    24.769    25.020    22.257    17.231    10.865     4.111    -2.171    -7.298   -10.817   -12.513   -12.402   -10.687    -7.715    -3.916     0.246     4.328     7.943    10.789    12.667    13.484    13.249    12.058    10.077     7.522     4.632     1.652    -1.189    -3.692    -5.701    -7.108    -7.856    -7.939    -7.396    -6.303    -4.768    -2.916    -0.884     1.192     3.184     4.979     6.486     7.637     8.390     8.729     8.664     8.225     7.464     6.442     5.235     3.919     2.573     1.273     0.084    -0.935    -1.742    -2.303    -2.604    -2.640    -2.422    -1.973    -1.323    -0.512     0.416     1.412     2.428     3.417     4.336     5.147     5.817     6.323     6.646     6.780     6.723     6.483     6.072     5.512     4.826     4.042     3.191     2.305     1.414     0.549    -0.261    -0.994    -1.627    -2.143    -2.532    -2.786    -2.902    -2.882    -2.734    -2.468    -2.097    -1.637    -1.107    -0.526     0.086     0.708     1.321     1.907     2.450     2.934     3.348     3.684     3.933     4.093     4.163     4.145     4.043     3.864     3.615     3.309     2.954     2.565     2.153     1.730     1.310     0.904     0.523     0.176    -0.128    -0.383    -0.583    -0.725    -0.807    -0.830    -0.794    -0.704    -0.563    -0.378    -0.154     0.101     0.378     0.670     0.969     1.264     1.550     1.817     2.059     2.270     2.444     2.576     2.663     2.703     2.694     2.636     2.531     2.381     2.188     1.957     1.692     1.400     1.085     0.755     0.415     0.072    -0.268    -0.599    -0.915    -1.209    -1.477    -1.711    -1.906    -2.057    -2.163    -2.225    -2.251    -2.251    -2.224    -2.123     0.000     2.123
  -2743.742     0.000  2743.742  -432.017  -587.939  -136.388   163.767   217.040   126.989     6.947   -76.412  -103.402   -84.020   -40.160     6.717    41.788    58.405    56.823    41.735    19.711    -2.854   -21.038   -31.972   -34.834   -30.471   -20.830    -8.370     4.463    15.617    23.658    27.855    28.140    24.989    19.258    12.000     4.300    -2.860    -8.705   -12.716   -14.650   -14.522   -12.567    -9.177    -4.846    -0.100     4.553     8.674    11.919    14.061    14.992    14.724    13.366    11.109     8.196     4.902     1.505    -1.734    -4.588    -6.878    -8.482    -9.334    -9.428    -8.808    -7.562    -5.812    -3.701    -1.384     0.983     3.254     5.302     7.020     8.332     9.191     9.578     9.504     9.005     8.137     6.973     5.597     4.098     2.564     1.082    -0.273    -1.434    -2.353    -2.993    -3.335    -3.376    -3.127    -2.614    -1.873    -0.948     0.110     1.245     2.404     3.532     4.581     5.505     6.270     6.847     7.216     7.369     7.305     7.031     6.564     5.926     5.144     4.251     3.282     2.272     1.257     0.272    -0.651    -1.485    -2.206    -2.795    -3.237    -3.525    -3.657    -3.634    -3.464    -3.160    -2.736    -2.210    -1.605    -0.942    -0.243     0.467     1.167     1.837     2.456     3.010     3.483     3.867     4.152     4.337     4.418     4.399     4.284     4.082     3.801     3.453     3.051     2.609     2.141     1.662     1.186     0.725     0.293    -0.100    -0.444    -0.731    -0.956    -1.115    -1.206    -1.228    -1.185    -1.078    -0.914    -0.698    -0.439    -0.144     0.177     0.514     0.859     1.202     1.532     1.843     2.125     2.372     2.576     2.734     2.841     2.895     2.893     2.837     2.727     2.566     2.357     2.105     1.816     1.495     1.150     0.788     0.416     0.040    -0.331    -0.692    -1.036    -1.357    -1.648    -1.903    -2.117    -2.285    -2.406    -2.484    -2.526    -2.543    -2.530    -2.430     0.000     2.430
