           1  -2.2773542392149604E-004   9.9987852852033261E-005   3.43901454E-04
           2 -0.22751011491140197        9.9888133543396776E-002   343.222931    
           3 -0.23016886671237966       0.10026049441538210        351.320892    
           4 -0.45611585526833093       0.19967578382203729        1382.45447    
           5 -0.46042321862493585       0.20020800279533552        1407.95044    
           6 -0.68379742624774886       0.29902698777178743        3114.49365    
           7 -0.68929580677013469       0.29971046430652348        3167.11035    
           8 -0.91020408266920594       0.39769726800682226        5537.16943    
           9 -0.91660060723204662       0.39853329882199656        5627.50586    
          10  -1.1348491092956503       0.49544919625877942        8646.26953    
          11  -1.1418856317520314       0.49644823654207504        8786.81152    
          12  -1.3572960273256576       0.59204385019542616        12437.2578    
          13  -1.3648335908916445       0.59323228808594031        12642.8564    
          14  -1.5771284622958881       0.68725976145947731        16904.9863    
          15  -1.5851266171212111       0.68866853437217646        17192.6328    
          16  -1.7938912137173963       0.78089098761119802        22042.3789    
          17  -1.8022396771385163       0.78254902186506703        22431.3516    
          18  -2.0072811889939812       0.87274506031318655        27845.9238    
          19  -2.0159288862202902       0.87466888643653484        28354.5781    
          20  -2.2168132424814253       0.96264374465950120        34305.5391    
          21  -2.2257272838821698       0.96483599530841879        34955.7383    
          22  -2.4222133684674656        1.0504105028155641        41417.4141    
          23  -2.4313888162289610        1.0528623222149263        42229.3828    
          24  -2.6230222412789832        1.1358752877412848        49169.6562    
          25  -2.6324512117893542        1.1385739961693411        50167.3281    
          26  -2.8189981877794636        1.2188776806034423        57558.2969    
          27  -2.8285772875660085        1.2218025128430425        58760.7227    
          28  -3.0097149055759678        1.2992681279744016        66569.3750    
          29  -3.0195480663222485        1.3023955205334601        68002.6172    
          30  -3.1949670346182417        1.3769019018503914        76199.7031    
          31  -3.2049504377455178        1.3802067393071666        77881.2188    
          32  -3.3743659040117593        1.4516507163872492        86432.3594    
          33  -3.3845034228138422        1.4551073751056653        88387.0469    
          34  -3.5476971724670969        1.5233989586584287        97260.3203    
          35  -3.5579448728564502        1.5269788677760154        99508.6016    
          36  -3.7147180151675756        1.5920440912117220        108674.438    
          37  -3.7251071349825415        1.5957158621158896        111236.117    
          38  -3.8752591918120389        1.6574868781811594        120665.977    
          39  -3.8856136472906879        1.6612234772564662        123554.078    
          40  -4.0290201036324342        1.7196613159122009        133218.422    
          41  -4.0394136850861573        1.7234266705717574        136452.094    
          42  -4.1758782161526087        1.7784944367159607        146321.031    
          43  -4.1862625296506408        1.7822616286722739        149917.422    
          44  -4.3156851043173541        1.8339377038266469        159963.719    
          45  -4.3260127871416074        1.8376789439395369        163933.375    
          46  -4.4483175440452110        1.8859569254822099        174133.984    
          47  -4.4585422908296630        1.8896436246328874        178488.359    
          48  -4.5736775757183441        1.9345322853806568        188820.094    
          49  -4.5837965748221396        1.9381354271401428        193569.609    
          50  -4.6916893110377424        1.9796438187194034        204009.031    
          51  -4.7016127132686893        1.9831490411611339        209155.156    
          52  -4.8023075545248668        2.0213139795498991        219686.906    
          53  -4.8120292524216399        2.0246934984436273        225238.000    
          54  -4.9055072784337339        2.0595497646921164        235841.938    
          55  -4.9149476604567024        2.0627907177015770        241795.969    
          56  -5.0012297103381913        2.0944025930181032        252456.625    
          57  -5.0104459142936424        2.0974755052228211        258818.578    
          58  -5.0896318360735613        2.1259053853296712        269525.250    
          59  -5.0985153126457270        2.1287904106671629        276289.125    
          60  -5.1707032498977181        2.1541196102301887        287031.656    
          61  -5.1792095992532055        2.1567452954290149        294191.375    
          62  -5.2445760671757951        2.1791190964453215        304960.344    
          63  -5.2526069550129399        2.1814201930519173        312505.250    
          64  -5.3112702644810685        2.2009895507196071        323293.656    
          65  -5.3188119695317848        2.2029882913664416        331222.625    
          66  -5.3709396459891812        2.2198279157960883        342026.875    
          67  -5.3779787561002861        2.2215286004578907        350327.281    
          68  -5.4236738148613250        2.2357234780232402        361140.938    
          69  -5.4301909772862134        2.2371679337473069        369793.906    
          70  -5.4697112309720124        2.2488122051789126        380620.094    
          71  -5.4756465534854266        2.2500069886125629        389618.344    
          72  -5.5091467652344299        2.2592211006471317        400451.844    
          73  -5.5145741407594020        2.2601894601483807        409775.594    
          74  -5.5422916815043939        2.2670671716650106        420626.438    
          75  -5.5470994580579669        2.2678349838700069        430259.438    
          76  -5.5692426145095695        2.2725117764666534        441120.312    
          77  -5.5735341533011020        2.2731004096002541        451051.906    
          78  -5.5902953137616151        2.2756867949083013        461930.375    
          79  -5.5940800959942116        2.2761328894846087        472134.375    
          80  -5.6058027599596549        2.2767487211830018        483040.188    
          81  -5.6089910319716969        2.2770752263196385        493498.062    
